cnit           ; lib_mrq_doss             ; lib_mod_doss             ; energ; hybride; typ_boite_nb_rapp; puiss_admin; puiss_max; masse_ordma_min; masse_ordma_max; conso_mixte; co2_mixte
M10MCDVPKL32526; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.5;     127.0
M10MCDVPKL32562; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.6;     131.0
M10MCDVPKL32587; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.4;     126.0
M10MCDVPKL33527; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.0;     116.0
M10MCDVPKL33563; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.5;     127.0
M10MCDVPKL33588; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.5;     127.0
M10MCDVPKL34528; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL34564; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.6;     131.0
M10MCDVPKL34589; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.6;     131.0
M10MCDVPKL35529; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL35565; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.4;     126.0
M10MCDVPKL35590; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.5;     127.0
M10MCDVPKL36530; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.0;     116.0
M10MCDVPKL36566; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.5;     127.0
M10MCDVPKL36591; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.6;     131.0
M10MCDVPKL37531; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL37567; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.6;     131.0
M10MCDVPKL37592; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.8;     135.0
M10MCDVPKL38532; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL38568; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.5;     127.0
M10MCDVPKL39533; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.5;     127.0
M10MCDVPKL39569; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.6;     131.0
M10MCDVPKL3A534; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.0;     116.0
M10MCDVPKL3A570; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.8;     135.0
M10MCDVPKL3B535; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3B571; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.4;     126.0
M10MCDVPKL3C536; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL3C572; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.5;     127.0
M10MCDVPKL3D537; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3D573; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.6;     131.0
M10MCDVPKL3E538; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL3E574; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.4;     126.0
M10MCDVPKL3F539; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3F575; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.5;     127.0
M10MCDVPKL3G540; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL3G576; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.6;     131.0
M10MCDVPKL3H505; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.0;     116.0
M10MCDVPKL3H541; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3H577; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.8;     135.0
M10MCDVPKL3J506; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3J507; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL3J542; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL3J543; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.0;     116.0
M10MCDVPKL3J578; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.4;     126.0
M10MCDVPKL3J579; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.5;     127.0
M10MCDVPKL3K508; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.0;     116.0
M10MCDVPKL3K544; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3K580; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.6;     131.0
M10MCDVPKL3L509; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3L545; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL3L581; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.5;     127.0
M10MCDVPKL3M510; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL3M546; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3N511; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.5;     127.0
M10MCDVPKL3N547; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL3P512; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.0;     116.0
M10MCDVPKL3P513; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3P548; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.5;     127.0
M10MCDVPKL3P549; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.4;     126.0
M10MCDVPKL3R514; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL3R515; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3R550; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.5;     127.0
M10MCDVPKL3R551; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.6;     131.0
M10MCDVPKL3S516; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL3S552; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.4;     126.0
M10MCDVPKL3T517; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3T553; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.5;     127.0
M10MCDVPKL3U518; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.3;     122.0
M10MCDVPKL3U554; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.6;     131.0
M10MCDVPKL3V519; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; M 6              ;           8;     115.0;            1395;            1395;         5.1;     118.0
M10MCDVPKL3V555; MERCEDES BENZ            ; CLASSE C                 ; ES   ; non    ; A 7              ;           8;     115.0;            1425;            1425;         5.8;     135.0
